step,loss
485,4.8125
486,1.84375
487,1.1484375
488,1.3828125
489,1.5078125
490,1.84375
491,2.921875
492,2.859375
493,2.234375
494,4.1875
495,2.796875
496,1.2109375
497,2.5625
498,1.921875
499,3.5
500,0.85546875
501,3.34375
502,2.5
503,2.859375
504,2.96875
505,0.91796875
506,2.796875
507,1.359375
508,3.796875
509,2.390625
510,5.59375
511,5.65625
512,1.703125
513,1.1796875
514,2.21875
515,0.61328125
516,2.703125
517,1.921875
518,1.8828125
519,2.796875
520,2.859375
521,3.328125
522,1.21875
523,2.234375
524,1.421875
525,1.3984375
526,1.6875
527,2.296875
528,4.53125
529,2.796875
530,2.28125
531,4.40625
532,2.703125
533,3.21875
534,1.4609375
535,2.578125
536,1.9375
537,2.765625
538,4.0
539,2.453125
540,3.8125
541,3.703125
542,2.46875
543,3.625
544,2.734375
545,2.46875
546,2.625
547,3.109375
548,0.99609375
549,0.7109375
550,3.28125
551,0.6171875
552,3.265625
553,2.734375
554,2.1875
555,1.734375
556,7.65625
557,5.34375
558,3.03125
559,3.671875
560,2.21875
561,2.5
562,2.796875
563,4.78125
564,3.609375
565,0.81640625
566,0.78515625
567,4.46875
568,3.921875
569,3.375
570,0.9765625
571,4.90625
572,4.03125
573,3.453125
574,2.1875
575,0.59375
576,0.4921875
577,1.0
578,4.28125
579,2.421875
580,1.984375
581,3.34375
582,2.03125
583,3.84375
584,1.7265625
585,1.3359375
586,3.0625
587,2.671875
588,2.59375
589,3.171875
590,2.875
591,0.61328125
592,1.328125
593,0.609375
594,2.875
595,1.6640625
596,2.640625
597,4.28125
598,0.7890625
599,3.484375
600,1.6328125
601,3.59375
602,0.84375
603,0.65625
604,2.515625
605,1.453125
606,1.2734375
607,3.578125
608,5.78125
609,0.67578125
610,3.453125
611,1.4296875
612,2.09375
613,2.90625
614,3.3125
615,0.65625
616,2.265625
617,1.8359375
618,3.578125
619,5.375
620,2.9375
621,5.6875
622,1.7265625
623,1.578125
624,0.75390625
625,3.875
626,3.25
627,1.953125
628,3.796875
629,1.6953125
630,2.328125
631,2.34375
632,3.265625
633,0.79296875
634,2.953125
635,3.140625
636,2.453125
637,2.53125
638,3.171875
639,2.78125
640,2.421875
641,5.625
642,3.015625
643,3.203125
644,0.62109375
645,0.67578125
646,2.375
647,3.8125
648,4.53125
649,1.34375
650,4.5
651,2.84375
652,1.46875
653,3.0
654,3.5625
655,3.03125
656,1.6875
657,0.94140625
658,1.3671875
659,1.109375
660,0.765625
661,4.03125
662,2.546875
663,3.453125
664,3.328125
665,5.25
666,2.0
667,2.5625
668,1.859375
669,1.984375
670,2.203125
671,0.64453125
672,3.171875
673,1.8828125
674,5.5
675,0.546875
676,2.0
677,1.4765625
678,2.28125
679,3.0
680,1.9921875
681,3.640625
682,2.609375
683,1.7890625
684,3.046875
685,0.6875
686,3.34375
687,0.6875
688,1.265625
689,1.75
690,2.984375
691,1.5546875
692,1.09375
693,3.296875
694,0.9765625
695,0.7109375
696,2.53125
697,5.78125
698,3.4375
699,5.0
700,3.078125
701,3.5625
702,4.78125
703,2.234375
704,0.62109375
705,2.21875
706,3.03125
707,3.25
708,2.421875
709,4.59375
710,3.0625
711,2.609375
712,2.953125
713,3.015625
714,1.5390625
715,1.1328125
716,0.83984375
717,1.9140625
718,3.296875
719,3.34375
720,4.03125
721,3.28125
722,1.421875
723,3.59375
724,5.09375
725,2.890625
726,2.65625
727,3.234375
728,4.625
729,1.4296875
730,2.234375
731,3.578125
732,1.5234375
733,2.375
734,1.3359375
735,0.72265625
736,3.515625
737,2.09375
738,6.8125
739,1.984375
740,2.296875
741,4.125
742,2.203125
743,3.71875
744,2.203125
745,4.1875
746,1.5546875
747,5.46875
748,1.71875
749,2.703125
750,2.765625
751,4.21875
752,4.59375
753,1.6640625
754,5.5625
755,1.5859375
756,0.859375
757,0.73828125
758,2.71875
759,3.90625
760,2.078125
761,2.1875
762,2.078125
763,1.59375
764,2.609375
765,2.53125
766,4.875
767,0.5078125
768,4.03125
769,3.328125
770,1.703125
771,2.734375
772,3.59375
773,0.82421875
774,2.734375
775,0.69921875
776,2.21875
777,3.15625
778,2.421875
779,1.734375
780,2.578125
781,2.578125
782,1.0859375
783,1.65625
784,2.59375
785,4.1875
786,2.515625
787,2.15625
788,4.1875
789,0.984375
790,0.71875
791,2.734375
792,1.03125
793,1.796875
794,1.9296875
795,3.296875
796,5.09375
797,4.25
798,2.75
799,2.015625
800,1.65625
801,2.859375
802,2.3125
803,0.8515625
804,4.5625
805,3.015625
806,2.734375
807,1.5234375
808,1.328125
809,1.3828125
810,2.546875
811,2.25
812,1.9453125
813,1.71875
814,0.921875
815,2.625
816,3.53125
817,4.125
818,1.53125
819,4.0
820,1.359375
821,1.7578125
822,2.796875
823,4.5625
824,2.40625
825,0.71875
826,1.7265625
827,0.69921875
828,1.4609375
829,3.96875
830,1.078125
831,3.296875
832,2.109375
833,1.390625
834,4.28125
835,3.078125
836,1.671875
837,1.5625
838,1.890625
839,2.109375
840,1.5546875
841,2.4375
842,1.1015625
843,2.015625
844,2.15625
845,1.609375
846,3.65625
847,2.625
848,2.109375
849,1.546875
850,4.6875
851,3.140625
852,3.328125
853,0.78125
854,2.46875
855,6.0
856,4.28125
857,0.8984375
858,4.40625
859,1.3828125
860,1.53125
861,0.96875
862,2.3125
863,1.640625
864,1.7734375
865,4.1875
866,1.78125
867,2.984375
868,2.484375
869,1.203125
870,3.984375
871,2.890625
872,2.171875
873,3.234375
874,3.140625
875,0.625
876,1.171875
877,3.5
878,1.3125
879,0.58984375
880,2.21875
881,1.3359375
882,2.46875
883,2.953125
884,4.21875
885,2.78125
886,2.28125
887,0.734375
888,2.421875
889,2.890625
890,1.6328125
891,3.28125
892,3.234375
893,4.59375
894,1.390625
895,2.359375
896,1.4921875
897,2.578125
898,2.65625
899,3.734375
900,3.140625
901,1.96875
902,1.7578125
903,3.03125
904,0.703125
905,2.921875
906,1.734375
907,1.3046875
908,2.53125
909,1.7109375
910,3.828125
911,2.828125
912,1.7734375
913,1.3515625
914,2.46875
915,3.125
916,0.62109375
917,5.03125
918,4.125
919,3.171875
920,0.7734375
921,1.5703125
922,3.109375
923,1.9609375
924,2.671875
925,2.84375
926,5.59375
927,0.73046875
928,3.03125
929,2.78125
930,3.375
931,2.84375
932,3.03125
933,5.34375
934,1.3984375
935,1.1484375
936,2.5
937,1.734375
938,2.421875
939,3.90625
940,2.515625
941,3.453125
942,2.1875
943,3.375
944,4.34375
945,4.03125
946,1.4765625
947,2.453125
948,1.921875
949,4.6875
950,1.71875
951,1.9140625
952,3.265625
953,1.6640625
954,6.4375
955,2.75
956,2.171875
957,5.28125
958,3.328125
959,1.6484375
960,2.546875
961,2.140625
962,6.09375
963,2.09375
964,1.203125
965,1.328125
966,2.734375
967,4.09375
968,2.203125
969,2.296875
970,6.75
971,1.0234375
972,5.46875
973,6.84375
974,5.875
975,2.828125
976,2.4375
977,3.03125
978,5.5
979,2.484375
980,3.0625
981,1.375
982,3.265625
983,3.25
984,2.109375
985,0.80078125
986,0.470703125
987,3.234375
988,1.7578125
989,2.109375
990,0.9296875
991,4.28125
992,2.15625
993,2.0625
994,1.3984375
995,1.65625
996,0.66796875
997,1.6328125
998,2.875
999,3.09375
